Time,Name,X,Y,Force,Angle,Speed,SAngle
1.800000,Cannon,10.748022,18.059021,9.800000,3.141593,14.143661,2.730123

1.900000,Test,5.656855,5.656854,4.000000,0.785398,7.999999,0.785398
1.900000,Sim,11.879393,13.700786,7.635196,0.000000,15.270391,0.000000
1.900000,Cannon,11.313707,16.713707,9.800000,3.141593,15.046970,2.756175

2.000000,Test,6.236682,6.236681,4.000000,0.785398,8.399999,0.785398
2.000000,Sim,11.879393,15.266001,2.164804,3.141593,5.810473,1.340339
2.000000,Cannon,-,-,-,-,-,-

2.100000,Test,6.844794,6.844792,4.000000,0.785398,8.799998,0.785398
2.100000,Sim,12.445078,15.387901,2.164804,3.141593,5.764878,1.376906
2.100000,Cannon,-,-,-,-,-,-

2.200000,Test,7.481191,7.481188,4.000000,0.785398,9.199998,0.785398
2.200000,Sim,13.010763,15.488153,2.164804,3.141593,5.727108,1.414005
2.200000,Cannon,-,-,-,-,-,-

2.300000,Test,8.145871,8.145868,4.000000,0.785398,9.599998,0.785398
2.300000,Sim,13.576448,15.566758,2.164804,3.141593,5.697318,1.451545
2.300000,Cannon,-,-,-,-,-,-

2.400000,Test,8.838836,8.838833,4.000000,0.785398,9.999997,0.785398
2.400000,Sim,14.142134,15.623714,2.164804,3.141593,5.675635,1.489425
2.400000,Cannon,-,-,-,-,-,-

2.500000,Test,9.560084,9.560081,4.000000,0.785398,10.399998,0.785398
2.500000,Sim,14.707819,15.659023,2.164804,3.141593,5.662151,1.527541
2.500000,Cannon,-,-,-,-,-,-

2.600000,Test,10.309618,10.309614,4.000000,0.785398,10.799998,0.785398
2.600000,Sim,15.273504,15.672684,2.164804,3.141593,5.656927,1.565782
2.600000,Cannon,-,-,-,-,-,-

2.700000,Test,11.087436,11.087431,4.000000,0.785398,11.199999,0.785398
2.700000,Sim,15.839190,15.664696,2.164804,3.141593,5.659983,1.604039
2.700000,Cannon,-,-,-,-,-,-

2.800000,Test,11.893538,11.893533,4.000000,0.785398,11.599998,0.785398
2.800000,Sim,16.404875,15.635060,2.164804,3.141593,5.671306,1.642198
2.800000,Cannon,-,-,-,-,-,-

2.900000,Test,12.727923,12.727919,4.000000,0.785398,11.999998,0.785399
2.900000,Sim,16.970560,15.583776,2.164804,3.141593,5.690848,1.680151
2.900000,Cannon,-,-,-,-,-,-

3.000000,Test,13.590594,13.590589,4.000000,0.785398,12.399998,0.785398
3.000000,Sim,17.536245,15.510844,2.164804,3.141593,5.718524,1.717789
3.000000,Cannon,-,-,-,-,-,-

3.100000,Test,14.481549,14.481543,4.000000,0.785398,12.799997,0.785398
3.100000,Sim,18.101931,15.416265,2.164804,3.141593,5.754217,1.755013
3.100000,Cannon,-,-,-,-,-,-

3.200000,Test,15.400788,15.400781,4.000000,0.785398,13.199998,0.785398
3.200000,Sim,18.667616,15.300036,2.164804,3.141593,5.797778,1.791728
3.200000,Cannon,-,-,-,-,-,-

3.300000,Test,16.348312,16.348303,4.000000,0.785398,13.599998,0.785398
3.300000,Sim,19.233301,15.162161,2.164804,3.141593,5.849032,1.827848
3.300000,Cannon,-,-,-,-,-,-

3.400000,Test,17.324120,17.324110,4.000000,0.785398,13.999998,0.785398
3.400000,Sim,19.798986,15.002637,2.164804,3.141593,5.907779,1.863294
3.400000,Cannon,-,-,-,-,-,-

3.500000,Test,18.328211,18.328201,4.000000,0.785398,14.399999,0.785398
3.500000,Sim,20.364672,14.821465,2.164804,3.141593,5.973797,1.898001
3.500000,Cannon,-,-,-,-,-,-

3.600000,Test,19.360586,19.360577,4.000000,0.785398,14.799998,0.785398
3.600000,Sim,20.930357,14.618645,2.164804,3.141593,6.046849,1.931908
3.600000,Cannon,-,-,-,-,-,-

3.700000,Test,20.421246,20.421236,4.000000,0.785398,15.199998,0.785398
3.700000,Sim,21.496042,14.394176,2.164804,3.141593,6.126683,1.964969
3.700000,Cannon,-,-,-,-,-,-

3.800000,Test,21.510191,21.510180,4.000000,0.785398,15.599998,0.785398
3.800000,Sim,22.061728,14.148061,2.164804,3.141593,6.213037,1.997146
3.800000,Cannon,-,-,-,-,-,-

3.900000,Test,22.627420,22.627407,4.000000,0.785398,15.999998,0.785398
3.900000,Sim,22.627413,13.880297,2.164804,3.141593,6.305644,2.028409
3.900000,Cannon,-,-,-,-,-,-

4.000000,Test,23.772934,23.772919,4.000000,0.785398,16.400000,0.785399
4.000000,Sim,23.193098,13.590884,2.164804,3.141593,6.404232,2.058738
4.000000,Cannon,-,-,-,-,-,-

4.100000,Test,24.946732,24.946716,4.000000,0.785398,16.799999,0.785399
4.100000,Sim,23.758783,13.279824,2.164804,3.141593,6.508530,2.088122
4.100000,Cannon,-,-,-,-,-,-

4.200000,Test,26.148813,26.148798,4.000000,0.785398,17.199999,0.785399
4.200000,Sim,24.324469,12.947116,2.164804,3.141593,6.618267,2.116555
4.200000,Cannon,-,-,-,-,-,-

4.300000,Test,27.379179,27.379164,4.000000,0.785398,17.599998,0.785399
4.300000,Sim,24.890154,12.592759,2.164804,3.141593,6.733178,2.144040
4.300000,Cannon,-,-,-,-,-,-

4.400000,Test,28.637829,28.637814,4.000000,0.785398,17.999998,0.785399
4.400000,Sim,25.455839,12.216755,2.164804,3.141593,6.853003,2.170582
4.400000,Cannon,-,-,-,-,-,-

4.500000,Test,29.924763,29.924747,4.000000,0.785398,18.399998,0.785399
4.500000,Sim,26.021524,11.819102,2.164804,3.141593,6.977487,2.196195
4.500000,Cannon,-,-,-,-,-,-

4.600000,Test,31.239983,31.239965,4.000000,0.785398,18.799997,0.785399
4.600000,Sim,26.587210,11.399801,2.164804,3.141593,7.106387,2.220895
4.600000,Cannon,-,-,-,-,-,-

4.700000,Test,32.583485,32.583469,4.000000,0.785398,19.199997,0.785399
4.700000,Sim,27.152895,10.958853,2.164804,3.141593,7.239466,2.244700
4.700000,Cannon,-,-,-,-,-,-

4.800000,Test,33.955273,33.955257,4.000000,0.785398,19.599997,0.785399
4.800000,Sim,27.718580,10.496256,2.164804,3.141593,7.376498,2.267634
4.800000,Cannon,-,-,-,-,-,-

4.900000,Test,35.355343,35.355328,4.000000,0.785398,19.999996,0.785399
4.900000,Sim,28.284266,10.012012,2.164804,3.141593,7.517268,2.289720
4.900000,Cannon,-,-,-,-,-,-

5.000000,Test,36.783699,36.783684,4.000000,0.785398,20.399996,0.785399
5.000000,Sim,28.849951,9.506119,2.164804,3.141593,7.661569,2.310985
5.000000,Cannon,-,-,-,-,-,-

5.100000,Test,38.240341,38.240322,4.000000,0.785398,20.799995,0.785399
5.100000,Sim,29.415636,8.978578,2.164804,3.141593,7.809205,2.331454
5.100000,Cannon,-,-,-,-,-,-

5.200000,Test,39.725266,39.725246,4.000000,0.785398,21.199995,0.785399
5.200000,Sim,29.981321,8.429389,2.164804,3.141593,7.959990,2.351155
5.200000,Cannon,-,-,-,-,-,-

5.300000,Test,41.238476,41.238453,4.000000,0.785398,21.599995,0.785399
5.300000,Sim,30.547007,7.858552,2.164804,3.141593,8.113750,2.370117
5.300000,Cannon,-,-,-,-,-,-

5.400000,Test,42.779968,42.779945,4.000000,0.785398,21.999994,0.785399
5.400000,Sim,31.112692,7.266067,2.164804,3.141593,8.270319,2.388368
5.400000,Cannon,-,-,-,-,-,-

5.500000,Test,44.349747,44.349720,4.000000,0.785398,22.399994,0.785399
5.500000,Sim,31.678377,6.651934,2.164804,3.141593,8.429539,2.405934
5.500000,Cannon,-,-,-,-,-,-

5.600000,Test,45.947807,45.947781,4.000000,0.785398,22.799995,0.785399
5.600000,Sim,32.244064,6.016153,2.164804,3.141593,8.591263,2.422845
5.600000,Cannon,-,-,-,-,-,-

5.700000,Test,47.574154,47.574127,4.000000,0.785398,23.199995,0.785399
5.700000,Sim,32.809750,5.358725,2.164804,3.141593,8.755353,2.439126
5.700000,Cannon,-,-,-,-,-,-

5.800000,Test,49.228783,49.228756,4.000000,0.785398,23.599995,0.785399
5.800000,Sim,33.375435,4.679647,2.164804,3.141593,8.921679,2.454804
5.800000,Cannon,-,-,-,-,-,-

5.900000,Test,50.911697,50.911671,4.000000,0.785398,23.999994,0.785399
5.900000,Sim,33.941120,3.978922,2.164804,3.141593,9.090117,2.469905
5.900000,Cannon,-,-,-,-,-,-

